fecha,sku_id,nombre_producto,categoria,plataforma,unidades_vendidas,pvp_base,precio_venta,coste_unitario,margen_bruto,margen_pct,precio_min_viable,descuento_pct,promocion_activa,ingreso_estimado,margen_estimado_eur,precio_decathlon,precio_trailzone,precio_outdoorpro,precio_comp_min,precio_comp_avg,precio_comp_max,var_precio_comp_min_7d,alerta_bajada_competidor,ratio_precio_mercado,diferencia_precio_min,diferencia_precio_avg,diferencia_comp_max,volatilidad_comp,dia_semana,es_fin_semana,mes,trimestre,semana_anio,es_festivo,es_blackfriday,es_navidad,es_semana_santa,es_verano,es_primavera,stock_disponible,ventas_lag_1,ventas_lag_7,ventas_lag_30,ventas_media_7d,ventas_media_30d
2023-02-21,SKU-001,Mochila trail 20L,Mochilas,Shopify,1,49.9,49.87,22.0,27.87,0.5589,27.5,0.001,0,49.87,27.87,44.87,44.43,49.85,44.43,46.38,49.85,-0.0665,1,1.0752,5.44,3.49,5.42,0.1169,1,0,2,1,8,0,0,0,0,0,0,0,2.0,1.0,3.0,1.57,2.0
2023-02-22,SKU-001,Mochila trail 20L,Mochilas,Shopify,1,49.9,49.87,22.0,27.87,0.5589,27.5,0.001,0,49.87,27.87,42.06,50.75,50.46,42.06,47.76,50.75,-0.0618,1,1.0442,7.81,2.11,8.69,0.182,2,0,2,1,8,0,0,0,0,0,0,22,1.0,2.0,2.0,1.57,1.93
2023-02-23,SKU-001,Mochila trail 20L,Mochilas,Shopify,1,49.9,49.87,22.0,27.87,0.5589,27.5,0.001,0,49.87,27.87,47.48,50.26,45.64,45.64,47.79,50.26,0.0184,0,1.0435,4.23,2.08,4.62,0.0967,3,0,2,1,8,0,0,0,0,0,0,21,1.0,3.0,3.0,1.43,1.9
2023-02-24,SKU-001,Mochila trail 20L,Mochilas,Shopify,1,49.9,49.87,22.0,27.87,0.5589,27.5,0.001,0,49.87,27.87,47.41,52.42,53.77,47.41,51.2,53.77,-0.0691,1,0.974,2.46,-1.33,6.36,0.1242,4,0,2,1,8,0,0,0,0,0,0,20,1.0,2.0,1.0,1.14,1.83
2023-02-25,SKU-001,Mochila trail 20L,Mochilas,Shopify,0,49.9,49.87,22.0,27.87,0.5589,27.5,0.001,0,0.0,0.0,47.12,48.93,48.72,47.12,48.26,48.93,-0.1098,1,1.0334,2.75,1.61,1.81,0.0375,5,1,2,1,8,0,0,0,0,0,0,20,1.0,1.0,2.0,1.0,1.83
2023-02-26,SKU-001,Mochila trail 20L,Mochilas,Shopify,1,49.9,49.87,22.0,27.87,0.5589,27.5,0.001,0,49.87,27.87,44.66,44.42,45.98,44.42,45.02,45.98,-0.0111,0,1.1077,5.45,4.85,1.56,0.0347,6,1,2,1,8,0,0,0,0,0,0,19,0.0,0.0,1.0,0.86,1.77
2023-02-27,SKU-001,Mochila trail 20L,Mochilas,Shopify,3,49.9,49.87,22.0,27.87,0.5589,27.5,0.001,0,149.61,83.61,43.2,51.71,46.92,43.2,47.28,51.71,-0.2126,1,1.0548,6.67,2.59,8.51,0.18,0,0,2,1,9,0,0,0,0,0,0,16,1.0,2.0,5.0,1.0,1.77
2023-02-28,SKU-001,Mochila trail 20L,Mochilas,Shopify,1,49.9,49.87,22.0,27.87,0.5589,27.5,0.001,0,49.87,27.87,48.03,48.65,53.83,48.03,50.17,53.83,0.0708,0,0.994,1.84,-0.3,5.8,0.1156,1,0,2,1,9,0,0,0,0,0,0,15,3.0,1.0,4.0,1.14,1.7
2023-03-01,SKU-001,Mochila trail 20L,Mochilas,Shopify,8,49.9,49.87,22.0,27.87,0.5589,27.5,0.001,0,398.96,222.96,43.16,52.45,52.91,43.16,49.51,52.91,-0.0978,1,1.0073,6.71,0.36,9.75,0.1969,2,0,3,1,9,0,0,0,0,0,1,7,1.0,1.0,3.0,1.14,1.6
2023-03-02,SKU-001,Mochila trail 20L,Mochilas,Shopify,2,49.9,53.21,22.0,31.21,0.5865,27.5,0.0,0,106.42,62.42,43.74,49.15,45.61,43.74,46.17,49.15,-0.18,1,1.1525,9.47,7.04,5.41,0.1172,3,0,3,1,9,0,0,0,0,0,1,5,8.0,1.0,1.0,2.14,1.77
2023-03-03,SKU-001,Mochila trail 20L,Mochilas,Shopify,4,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,205.92,117.92,48.19,51.3,53.44,48.19,50.98,53.44,-0.0258,0,1.0098,3.29,0.5,5.25,0.103,4,0,3,1,9,0,0,0,0,0,1,1,2.0,1.0,3.0,2.29,1.8
2023-03-04,SKU-001,Mochila trail 20L,Mochilas,Shopify,3,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,154.44,88.44,43.92,51.19,53.78,43.92,49.63,53.78,-0.0272,0,1.0373,7.56,1.85,9.86,0.1987,5,1,3,1,9,0,0,0,0,0,1,0,4.0,0.0,4.0,2.71,1.83
2023-03-05,SKU-001,Mochila trail 20L,Mochilas,Shopify,7,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,360.36,206.36,47.82,51.21,53.89,47.82,50.97,53.89,-0.1031,1,1.01,3.66,0.51,6.07,0.1191,6,1,3,1,9,0,0,0,0,0,1,11,3.0,1.0,0.0,3.14,1.8
2023-03-06,SKU-001,Mochila trail 20L,Mochilas,Shopify,5,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,257.4,147.4,48.54,49.36,46.96,46.96,48.29,49.36,-0.0605,1,1.0661,4.52,3.19,2.4,0.0497,0,0,3,1,10,0,0,0,0,0,1,6,7.0,3.0,0.0,4.0,2.03
2023-03-07,SKU-001,Mochila trail 20L,Mochilas,Shopify,2,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,102.96,58.96,45.07,50.85,49.58,45.07,48.5,50.85,-0.133,1,1.0614,6.41,2.98,5.78,0.1192,1,0,3,1,10,0,0,0,0,0,1,28,5.0,1.0,2.0,4.29,2.2
2023-03-08,SKU-001,Mochila trail 20L,Mochilas,Shopify,3,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,154.44,88.44,41.15,50.69,50.48,41.15,47.44,50.69,-0.1984,1,1.0852,10.33,4.04,9.54,0.2011,2,0,3,1,10,0,0,0,0,0,1,25,2.0,8.0,2.0,4.43,2.2
2023-03-09,SKU-001,Mochila trail 20L,Mochilas,Shopify,1,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,51.48,29.48,43.72,49.21,48.43,43.72,47.12,49.21,-0.0792,1,1.0925,7.76,4.36,5.49,0.1165,3,0,3,1,10,0,0,0,0,0,1,24,3.0,2.0,4.0,3.71,2.23
2023-03-10,SKU-001,Mochila trail 20L,Mochilas,Shopify,5,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,257.4,147.4,48.5,45.23,53.23,45.23,48.99,53.23,-0.0671,1,1.0508,6.25,2.49,8.0,0.1633,4,0,3,1,10,0,0,0,0,0,1,19,1.0,4.0,3.0,3.57,2.13
2023-03-11,SKU-001,Mochila trail 20L,Mochilas,Shopify,6,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,308.88,176.88,41.95,45.06,46.27,41.95,44.43,46.27,-0.0646,1,1.1587,9.53,7.05,4.32,0.0972,5,1,3,1,10,0,0,0,0,0,1,13,5.0,3.0,0.0,3.71,2.2
2023-03-12,SKU-001,Mochila trail 20L,Mochilas,Shopify,5,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,257.4,147.4,42.45,44.28,46.43,42.45,44.39,46.43,-0.087,1,1.1597,9.03,7.09,3.98,0.0897,6,1,3,1,10,0,0,0,0,0,1,8,6.0,7.0,1.0,4.14,2.4
2023-03-13,SKU-001,Mochila trail 20L,Mochilas,Shopify,1,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,51.48,29.48,44.6,45.77,48.18,44.6,46.18,48.18,-0.0764,1,1.1148,6.88,5.3,3.58,0.0775,0,0,3,1,11,0,0,0,0,0,1,7,5.0,5.0,2.0,3.86,2.53
2023-03-14,SKU-001,Mochila trail 20L,Mochilas,Shopify,2,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,102.96,58.96,41.57,51.76,53.18,41.57,48.84,53.18,-0.0623,1,1.0541,9.91,2.64,11.61,0.2377,1,0,3,1,11,0,0,0,0,0,1,5,1.0,2.0,1.0,3.29,2.5
2023-03-15,SKU-001,Mochila trail 20L,Mochilas,Shopify,3,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,154.44,88.44,43.88,48.26,50.46,43.88,47.53,50.46,-0.0697,1,1.0831,7.6,3.95,6.58,0.1384,2,0,3,1,11,0,0,0,0,0,1,2,2.0,3.0,2.0,3.29,2.53
2023-03-16,SKU-001,Mochila trail 20L,Mochilas,Shopify,1,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,51.48,29.48,42.93,50.32,52.95,42.93,48.73,52.95,-0.1146,1,1.0564,8.55,2.75,10.02,0.2056,3,0,3,1,11,0,0,0,0,0,1,1,3.0,1.0,1.0,3.29,2.57
2023-03-17,SKU-001,Mochila trail 20L,Mochilas,Shopify,2,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,102.96,58.96,42.85,46.33,48.3,42.85,45.83,48.3,-0.0265,0,1.1233,8.63,5.65,5.45,0.1189,4,0,3,1,11,0,0,0,0,0,1,16,1.0,5.0,2.0,3.29,2.57
2023-03-18,SKU-001,Mochila trail 20L,Mochilas,Shopify,2,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,102.96,58.96,48.03,49.24,51.01,48.03,49.43,51.01,-0.0614,1,1.0415,3.45,2.05,2.98,0.0603,5,1,3,1,11,0,0,0,0,0,1,14,2.0,6.0,3.0,2.86,2.57
2023-03-19,SKU-001,Mochila trail 20L,Mochilas,Shopify,4,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,205.92,117.92,41.94,46.46,48.17,41.94,45.52,48.17,-0.1584,1,1.1309,9.54,5.96,6.23,0.1369,6,1,3,1,11,0,0,0,0,0,1,10,2.0,5.0,2.0,2.29,2.53
2023-03-20,SKU-001,Mochila trail 20L,Mochilas,Shopify,4,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,205.92,117.92,42.14,46.12,46.35,42.14,44.87,46.35,-0.0742,1,1.1473,9.34,6.61,4.21,0.0938,0,0,3,1,12,0,0,0,0,0,1,6,4.0,1.0,1.0,2.14,2.6
2023-03-21,SKU-001,Mochila trail 20L,Mochilas,Shopify,2,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,102.96,58.96,45.11,47.6,53.73,45.11,48.81,53.73,0.004,0,1.0547,6.37,2.67,8.62,0.1766,1,0,3,1,12,0,0,0,0,0,1,4,4.0,2.0,0.0,2.57,2.7
2023-03-22,SKU-001,Mochila trail 20L,Mochilas,Shopify,5,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,257.4,147.4,48.34,48.91,50.04,48.34,49.1,50.04,0.0376,0,1.0485,3.14,2.38,1.7,0.0346,2,0,3,1,12,0,0,0,0,0,1,0,2.0,3.0,2.0,2.57,2.77
2023-03-23,SKU-001,Mochila trail 20L,Mochilas,Shopify,2,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,102.96,58.96,44.97,46.09,45.94,44.97,45.67,46.09,-0.0953,1,1.1272,6.51,5.81,1.12,0.0245,3,0,3,1,12,0,0,0,0,0,1,0,5.0,1.0,1.0,2.86,2.87
2023-03-24,SKU-001,Mochila trail 20L,Mochilas,Shopify,3,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,154.44,88.44,41.33,46.94,46.12,41.33,44.8,46.94,-0.0597,1,1.1491,10.15,6.68,5.61,0.1252,4,0,3,1,12,0,0,0,0,0,1,0,2.0,2.0,1.0,3.0,2.9
2023-03-25,SKU-001,Mochila trail 20L,Mochilas,Shopify,6,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,308.88,176.88,44.21,47.05,53.26,44.21,48.17,53.26,-0.1362,1,1.0687,7.27,3.31,9.05,0.1879,5,1,3,1,12,0,0,0,0,0,1,0,3.0,2.0,1.0,3.14,2.97
2023-03-26,SKU-001,Mochila trail 20L,Mochilas,Shopify,4,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,205.92,117.92,46.84,49.07,52.47,46.84,49.46,52.47,0.0327,0,1.0408,4.64,2.02,5.63,0.1138,6,1,3,1,12,0,0,0,0,0,1,0,6.0,4.0,1.0,3.71,3.13
2023-03-27,SKU-001,Mochila trail 20L,Mochilas,Shopify,2,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,102.96,58.96,47.42,49.89,49.61,47.42,48.97,49.89,0.0054,0,1.0513,4.06,2.51,2.47,0.0504,0,0,3,1,13,0,0,0,1,0,1,0,4.0,4.0,0.0,3.71,3.23
2023-03-28,SKU-001,Mochila trail 20L,Mochilas,Shopify,5,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,257.4,147.4,46.89,48.43,47.0,46.89,47.44,48.43,-0.1077,1,1.0852,4.59,4.04,1.54,0.0325,1,0,3,1,13,0,0,0,1,0,1,0,2.0,2.0,1.0,3.43,3.3
2023-03-29,SKU-001,Mochila trail 20L,Mochilas,Shopify,6,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,308.88,176.88,42.03,51.04,50.48,42.03,47.85,51.04,-0.1284,1,1.0759,9.45,3.63,9.01,0.1883,2,0,3,1,13,0,0,0,1,0,1,0,5.0,5.0,3.0,3.86,3.43
2023-03-30,SKU-001,Mochila trail 20L,Mochilas,Shopify,4,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,205.92,117.92,41.19,49.03,51.76,41.19,47.33,51.76,-0.2256,1,1.0877,10.29,4.15,10.57,0.2233,3,0,3,1,13,0,0,0,1,0,1,0,6.0,2.0,1.0,4.0,3.53
2023-03-31,SKU-001,Mochila trail 20L,Mochilas,Shopify,4,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,205.92,117.92,47.28,45.26,46.97,45.26,46.5,47.28,-0.102,1,1.1071,6.22,4.98,2.02,0.0434,4,0,3,1,13,0,0,0,1,0,1,0,4.0,3.0,8.0,4.29,3.63
2023-04-01,SKU-001,Mochila trail 20L,Mochilas,Shopify,8,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,411.84,235.84,44.61,52.42,46.29,44.61,47.77,52.42,-0.0943,1,1.0777,6.87,3.71,7.81,0.1635,5,1,4,2,13,0,0,0,1,0,1,0,4.0,6.0,2.0,4.43,3.5
2023-04-02,SKU-001,Mochila trail 20L,Mochilas,Shopify,8,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,411.84,235.84,45.52,49.36,48.72,45.52,47.87,49.36,-0.0958,1,1.0754,5.96,3.61,3.84,0.0802,6,1,4,2,13,0,0,0,1,0,1,0,8.0,4.0,4.0,4.71,3.7
2023-04-03,SKU-001,Mochila trail 20L,Mochilas,Shopify,5,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,257.4,147.4,48.27,51.73,49.57,48.27,49.86,51.73,-0.02,0,1.0325,3.21,1.62,3.46,0.0694,0,0,4,2,14,0,0,0,1,0,1,0,8.0,2.0,3.0,5.29,3.83
2023-04-04,SKU-001,Mochila trail 20L,Mochilas,Shopify,3,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,154.44,88.44,43.58,47.49,49.74,43.58,46.94,49.74,-0.1827,1,1.0967,7.9,4.54,6.16,0.1312,1,0,4,2,14,0,0,0,1,0,1,0,5.0,5.0,7.0,5.71,3.9
2023-04-05,SKU-001,Mochila trail 20L,Mochilas,Shopify,5,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,257.4,147.4,42.33,48.39,48.67,42.33,46.46,48.67,-0.2078,1,1.108,9.15,5.02,6.34,0.1365,2,0,4,2,14,0,0,0,1,0,1,0,3.0,6.0,5.0,5.43,3.77
2023-04-06,SKU-001,Mochila trail 20L,Mochilas,Shopify,2,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,102.96,58.96,46.22,45.51,53.54,45.51,48.42,53.54,0.0055,0,1.0632,5.97,3.06,8.03,0.1658,3,0,4,2,14,0,0,0,1,0,1,15,5.0,4.0,2.0,5.29,3.77
2023-04-07,SKU-001,Mochila trail 20L,Mochilas,Shopify,4,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,205.92,117.92,46.91,45.8,52.98,45.8,48.56,52.98,0.0011,0,1.0601,5.68,2.92,7.18,0.1479,4,0,4,2,14,0,0,0,1,0,1,11,2.0,4.0,3.0,5.0,3.77
2023-04-08,SKU-001,Mochila trail 20L,Mochilas,Shopify,3,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,154.44,88.44,47.11,47.98,49.62,47.11,48.24,49.62,-0.016,0,1.0672,4.37,3.24,2.51,0.052,5,1,4,2,14,0,0,0,1,0,1,8,4.0,8.0,1.0,5.0,3.8
2023-04-09,SKU-001,Mochila trail 20L,Mochilas,Shopify,6,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,308.88,176.88,46.06,47.58,45.14,45.14,46.26,47.58,-0.0034,0,1.1128,6.34,5.22,2.44,0.0527,6,1,4,2,14,0,0,0,1,0,1,2,3.0,8.0,5.0,4.29,3.87
2023-04-10,SKU-001,Mochila trail 20L,Mochilas,Shopify,1,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,51.48,29.48,42.69,45.99,50.94,42.69,46.54,50.94,-0.0312,0,1.1061,8.79,4.94,8.25,0.1773,0,0,4,2,15,0,0,0,0,0,1,1,6.0,5.0,6.0,4.0,3.9
2023-04-11,SKU-001,Mochila trail 20L,Mochilas,Shopify,3,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,154.44,88.44,41.71,46.1,51.4,41.71,46.4,51.4,-0.1925,1,1.1095,9.77,5.08,9.69,0.2088,1,0,4,2,15,0,0,0,0,0,1,0,1.0,3.0,5.0,3.43,3.73
2023-04-12,SKU-001,Mochila trail 20L,Mochilas,Shopify,3,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,154.44,88.44,48.07,44.03,45.68,44.03,45.93,48.07,-0.0396,0,1.1208,7.45,5.55,4.04,0.088,2,0,4,2,15,0,0,0,0,0,1,0,3.0,5.0,1.0,3.43,3.67
2023-04-13,SKU-001,Mochila trail 20L,Mochilas,Shopify,5,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,257.4,147.4,42.99,47.32,50.21,42.99,46.84,50.21,-0.0672,1,1.0991,8.49,4.64,7.22,0.1541,3,0,4,2,15,0,0,0,0,0,1,0,3.0,2.0,2.0,3.14,3.73
2023-04-14,SKU-001,Mochila trail 20L,Mochilas,Shopify,3,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,154.44,88.44,48.49,50.77,46.17,46.17,48.48,50.77,-0.1147,1,1.0619,5.31,3.0,4.6,0.0949,4,0,4,2,15,0,0,0,0,0,1,0,5.0,4.0,3.0,3.57,3.83
2023-04-15,SKU-001,Mochila trail 20L,Mochilas,Shopify,3,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,154.44,88.44,43.06,48.78,50.6,43.06,47.48,50.6,-0.0702,1,1.0842,8.42,4.0,7.54,0.1588,5,1,4,2,15,0,0,0,0,0,1,0,3.0,3.0,1.0,3.43,3.83
2023-04-16,SKU-001,Mochila trail 20L,Mochilas,Shopify,5,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,257.4,147.4,48.22,44.97,50.09,44.97,47.76,50.09,-0.0286,0,1.0779,6.51,3.72,5.12,0.1072,6,1,4,2,15,0,0,0,0,0,1,0,3.0,6.0,2.0,3.43,3.9
2023-04-17,SKU-001,Mochila trail 20L,Mochilas,Shopify,3,49.9,51.48,22.0,29.48,0.5726,27.5,0.0,0,154.44,88.44,42.01,52.0,52.76,42.01,48.92,52.76,-0.1474,1,1.0523,9.47,2.56,10.75,0.2197,0,0,4,2,16,0,0,0,0,0,1,0,5.0,1.0,2.0,3.29,4.0
